timestamp,cylinder_number,customer,job_number,grain_screened,proof_on_ctd_ink,blade_mfg,paper_type,ink_type,direct_steam,solvent_type,type_on_cylinder,press_type,press,unit_number,cylinder_size,paper_mill_location,plating_tank,proof_cut,viscosity,caliper,ink_temperature,humifity,roughness,blade_pressure,varnish_pct,press_speed,ink_pct,solvent_pct,ESA_Voltage,ESA_Amperage,wax,hardener,roller_durometer,current_density,anode_space_ratio,chrome_content,band_type
1991-02-21,j42,kmart,37354,False,True,benton,uncoated,uncoated,False,line,True,woodhoe70,816,9,tabloid,scandanavian,1911,40.0,46,0.333,15.9,78,0.5,34,2.4,2000,61.0,36.6,0.0,0.0,2.4,1.3,35.0,40,103.22,100,noband
1991-02-23,x53,belk,35335,True,True,benton,uncoated,uncoated,False,line,True,motter94,827,2,tabloid,northus,1911,45.0,41,0.333,17.0,78,0.75,16,14.1,1100,50.5,35.4,0.0,0.0,2.5,1.0,50.0,40,96.97,100,band
1991-02-23,x821,belk,37335,True,True,benton,uncoated,uncoated,False,line,True,motter94,827,2,tabloid,northus,1911,47.5,41,0.233,16.5,72,0.75,20,14.1,1300,50.5,35.4,4.0,0.0,2.5,1.0,50.0,40,96.97,100,band
1991-02-20,x118,toysrus,35870,False,False,benton,coated,coated,False,line,False,motter94,824,2,tabloid,canadian,1910,40.0,46,0.2,15.0,68,0.75,28,0.0,1700,58.8,41.2,0.0,0.0,1.0,1.0,33.0,40,103.22,100,noband
1991-02-20,x826,toysrus,35870,False,False,benton,coated,coated,False,line,False,motter94,824,9,tabloid,canadian,1911,40.0,46,0.267,16.5,68,0.875,25,0.0,1700,58.8,41.2,0.0,0.0,1.0,1.0,33.0,40,103.125,100,noband
1991-02-16,r23,target,35811,False,True,benton,coated,coated,False,line,True,woodhoe70,815,9,spiegel,canadian,1911,40.0,35,0.233,18.0,85,0.625,30,0.0,2000,62.5,37.5,0.0,0.0,2.5,0.9,30.0,40,103.125,100,noband
1991-02-13,x291,roses,35752,False,True,benton,coated,coated,False,line,True,motter94,824,9,tabloid,canadian,1910,50.0,43,0.2,17.0,84,,35,0.0,2300,55.6,44.4,0.0,0.0,2.0,0.8,30.0,40,103.22,100,noband
1991-02-15,i354,sears,37869,False,True,benton,uncoated,coated,False,line,True,albert70,802,7,catalog,northus,1911,35.0,38,0.4,12.0,62,0.75,46,4.7,1400,58.8,36.5,0.0,0.0,2.0,1.0,28.0,40,103.125,100,noband
1991-02-15,i358,sears,37869,False,True,benton,uncoated,coated,False,line,True,albert70,802,2,catalog,northus,1911,35.0,38,0.433,16.0,70,0.75,50,0.0,1400,62.5,37.5,0.0,0.0,2.8,1.5,28.0,40,103.125,100,noband
1991-02-20,x760,tvguide,25509,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,7,tabloid,northus,1911,50.0,46,0.2,14.6,60,0.625,25,10.5,1750,52.6,36.8,2.0,0.0,2.4,0.8,28.0,40,96.97,100,band
1991-03-04,e26,kmart,37386,True,True,benton,uncoated,uncoated,False,line,True,motter94,827,2,tabloid,southus,1910,40.0,47,0.333,24.5,78,0.875,30,8.8,2100,54.9,36.3,16.0,0.0,2.3,1.0,40.0,40,100.0,100,band
1991-03-03,e84,kmart,37386,True,True,benton,uncoated,uncoated,False,line,False,motter94,827,9,tabloid,southus,,40.0,47,0.35,14.43,76,0.75,16,7.2,2000,51.5,41.2,1.0,0.0,2.7,1.4,40.0,40,100.0,100,band
1991-03-01,e69,kmart,37386,True,True,benton,uncoated,uncoated,False,line,True,motter94,827,2,tabloid,southus,1910,40.0,39,0.233,15.0,77,0.75,20,9.4,2000,52.1,38.5,0.0,0.0,2.5,1.0,40.0,40,103.22,100,noband
1991-03-01,e77,kmart,37386,True,True,benton,uncoated,uncoated,False,line,True,motter94,827,9,tabloid,southus,1910,40.0,39,0.2,15.0,79,0.75,20,11.8,2000,49.0,39.2,0.0,0.0,2.5,1.0,40.0,40,103.22,100,noband
1991-03-09,e83,kmart,37386,,True,benton,uncoated,uncoated,False,line,True,motter94,827,2,tabloid,southus,1911,,43,0.267,14.2,68,0.75,18,0.0,2000,62.5,37.5,0.0,0.0,2.5,1.2,40.0,40,106.45,100,band
1991-03-06,e67,kmart,37386,,True,benton,uncoated,uncoated,False,line,True,motter94,827,2,tabloid,southus,1910,,48,0.233,14.0,80,0.75,30,0.0,2000,62.5,37.5,0.0,0.0,,,40.0,40,109.67,100,band
1991-03-11,e83,kmart,27386,,True,benton,uncoated,uncoated,False,line,False,motter94,827,2,tabloid,southus,1911,,40,0.267,16.4,72,1.0,26,0.0,2000,62.5,37.5,0.0,0.0,2.5,1.0,40.0,40,106.45,100,band
1991-03-11,x791,kmart,37386,True,True,benton,uncoated,uncoated,False,line,True,motter94,824,9,tabloid,southus,1911,40.0,40,0.35,18.5,85,0.5625,30,0.0,1900,62.5,37.5,4.0,0.0,1.8,1.4,40.0,40,106.45,100,band
1991-02-27,e90,kmart,37254,False,True,benton,uncoated,coated,False,line,True,motter94,821,7,tabloid,,1911,42.5,41,0.3,14.0,70,0.625,20,2.3,1750,57.5,40.0,4.0,0.0,2.5,0.7,35.0,40,96.97,100,noband
1991-03-02,x271,eckerd,35457,False,True,benton,coated,coated,False,line,True,motter94,828,9,tabloid,canadian,1910,35.0,39,0.2,16.2,84,1.0,30,0.0,2100,62.5,37.5,4.0,0.0,2.0,0.9,30.0,40,94.117,100,noband
1991-03-07,f308,modmat,47202,False,True,benton,coated,uncoated,False,line,True,motter70,813,9,catalog,northus,1910,35.0,45,0.3,14.1,65,1.0,,0.0,1500,59.5,40.5,0.0,0.0,2.6,1.0,40.0,40,109.67,100,noband
1991-03-08,t281,modmat,47202,False,True,benton,uncoated,uncoated,False,xylol,True,albert70,802,2,catalog,northus,1910,50.0,43,0.333,14.02,68,0.75,56,7.4,1800,53.2,39.4,0.0,0.5,3.0,1.3,40.0,40,109.67,100,noband
1991-03-07,f067,modmat,47202,False,True,benton,uncoated,uncoated,False,line,True,woodhoe70,816,2,catalog,northus,1910,67.5,45,0.2,15.5,80,0.5,34,16.3,1683,43.5,40.2,6.0,0.0,2.5,1.0,40.0,40,109.67,100,noband
1991-03-10,x405,ames,37163,False,True,benton,coated,coated,False,line,True,motter94,821,2,tabloid,canadian,1910,55.0,37,0.267,16.0,75,0.625,20,5.6,1850,55.6,38.9,0.0,0.0,0.8,0.75,33.0,40,109.67,100,noband
1991-02-27,e91,kmart,37354,False,True,benton,uncoated,coated,False,line,True,motter94,821,2,tabloid,,1911,42.5,41,0.2,14.0,80,0.625,20,7.4,1750,53.2,39.4,0.0,0.0,2.1,0.9,35.0,40,96.97,100,noband
1991-03-07,f615,modmat,47202,True,True,benton,uncoated,uncoated,False,line,True,motter70,813,1,catalog,northus,1910,52.5,45,0.2,15.3,72,0.75,,12.4,1600,51.5,36.1,0.0,0.0,2.5,1.0,40.0,40,109.67,100,noband
1991-03-07,f510,modmat,47202,False,True,benton,coated,uncoated,False,line,True,motter70,813,10,catalog,northus,1910,35.0,45,0.2,15.2,63,1.0,,0.0,1500,59.5,40.5,0.0,0.0,2.3,0.9,40.0,40,109.67,100,noband
1991-03-07,f670,modmat,47202,True,True,benton,uncoated,uncoated,False,line,True,motter70,813,5,catalog,northus,1910,52.5,45,0.233,16.0,68,0.75,,0.0,1600,58.8,41.2,4.0,0.0,2.3,0.8,40.0,40,109.67,100,noband
1991-03-17,e310,kmart,37355,False,True,benton,uncoated,coated,False,line,True,woodhoe70,816,9,tabloid,,1910,49.0,43,0.35,14.5,74,0.75,23,9.1,1900,56.8,34.1,2.0,0.0,0.7,0.2,35.0,40,103.22,100,band
1991-03-14,f670,modmat,47202,True,True,benton,uncoated,uncoated,False,line,True,motter70,813,5,catalog,northus,1910,52.5,37,0.233,14.0,73,0.75,,9.6,1600,53.2,37.2,0.0,0.0,2.3,1.0,40.0,40,109.67,100,noband
1991-03-09,m402,modmat,47202,True,True,benton,uncoated,uncoated,False,line,True,motter70,813,9,catalog,northus,1910,52.5,43,0.267,15.1,76,0.5,31,6.6,1650,54.9,38.5,0.0,0.0,2.5,1.5,40.0,40,109.67,100,noband
1991-03-16,x18,kmart,37355,False,True,benton,uncoated,coated,False,line,True,motter94,828,9,tabloid,scandanavian,1910,40.0,44,0.2,16.1,78,0.9375,30,5.6,1800,55.6,38.9,0.0,0.0,2.0,1.0,35.0,40,103.22,100,noband
1991-03-14,f615,modmat,47202,True,True,benton,uncoated,uncoated,False,line,True,motter70,813,1,catalog,northus,,52.5,37,0.2,15.0,66,0.75,,13.3,1600,55.6,42.2,0.0,0.0,2.4,0.8,40.0,40,100.0,100,noband
1991-03-18,f310,kmart,37355,False,True,benton,uncoated,coated,False,line,True,motter94,827,2,tabloid,,1910,40.0,43,0.35,16.5,72,0.625,20,9.1,2000,56.8,34.1,4.0,0.0,2.5,0.5,35.0,40,103.22,100,noband
1991-03-18,f72,kmart,37355,False,True,benton,uncoated,coated,False,line,True,motter94,827,9,tabloid,,1910,40.0,43,0.35,16.1,70,0.625,20,11.1,2000,55.6,33.3,4.0,0.0,1.8,0.9,35.0,40,103.22,100,noband
1991-03-19,x308,roses,35753,False,True,benton,coated,coated,False,line,True,motter94,824,9,tabloid,canadian,1910,40.0,43,0.267,16.0,80,0.5625,30,5.6,1900,55.6,38.9,0.0,0.0,2.2,1.3,30.0,40,103.22,100,noband
1991-03-19,x720,tvguide,25513,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,7,tabloid,northus,1911,45.0,45,,14.7,75,0.625,30,15.0,1734,50.0,35.0,2.0,0.0,1.5,0.6,34.0,40,103.22,100,band
1991-03-22,g404,jcp,38051,False,True,benton,uncoated,coated,False,line,True,woodhoe70,816,2,tabloid,,,60.0,49,0.333,14.9,77,0.75,27,0.0,1650,58.8,41.2,0.0,0.0,2.5,0.7,33.0,40,103.33,100,noband
1991-03-25,x798,tvguide,25514,True,True,benton,uncoated,uncoated,False,line,False,motter94,821,7,tabloid,,1910,55.0,49,0.267,12.5,70,0.625,30,5.6,1750,55.6,38.9,0.0,0.0,2.5,0.9,34.0,40,106.66,100,band
1991-03-20,x160,tvguide,25513,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,2,tabloid,,1911,45.0,45,,15.1,75,0.625,20,15.0,1750,50.0,35.0,0.0,0.0,1.6,0.9,34.0,40,103.22,100,noband
1991-03-22,g416,jcp,38051,False,True,benton,uncoated,coated,False,line,True,woodhoe70,816,9,tabloid,,1910,55.0,49,0.2,15.6,74,0.75,24,0.0,1650,58.8,41.2,0.0,0.0,2.5,1.7,33.0,40,103.33,100,noband
1991-03-23,x350,kmart,37355,False,True,benton,coated,coated,False,line,True,motter94,828,2,tabloid,,1911,40.0,49,0.233,15.3,74,1.0,34,0.0,2000,62.5,37.5,0.0,0.0,2.2,1.0,35.0,40,100.0,100,noband
1991-03-23,x264,kmart,37355,False,True,benton,coated,coated,False,line,True,motter94,828,9,tabloid,,1911,40.0,49,0.233,16.8,78,0.9375,30,0.0,2000,62.5,37.5,0.0,0.0,2.4,0.9,35.0,40,100.0,100,noband
1991-04-02,x838,tvguide,25515,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,7,tabloid,northus,1911,42.5,46,0.3,14.0,77,0.625,42,15.8,1850,49.5,34.6,8.0,0.0,1.5,0.8,34.0,40,100.0,100,band
1991-04-04,x89,woolworth,37081,False,False,benton,coated,coated,False,line,True,motter94,828,1,tabloid,canadian,1911,35.0,44,0.2,15.5,100,0.875,30,0.0,2200,53.2,46.8,0.0,0.0,0.0,0.0,30.0,40,100.0,100,band
1991-03-30,x102,belk,35534,True,True,benton,uncoated,uncoated,False,line,False,motter94,827,2,tabloid,northus,1910,42.0,44,0.3,15.0,80,1.25,20,16.7,1300,49.0,34.3,0.0,0.0,2.5,0.2,40.0,40,110.0,100,noband
1991-03-30,x830,belk,35534,True,True,benton,uncoated,uncoated,False,line,False,motter94,827,9,tabloid,northus,1910,45.0,44,0.3,15.5,75,1.25,20,14.1,1300,50.5,35.4,0.0,0.0,2.5,1.5,40.0,40,110.0,100,noband
1991-04-05,x118,roses,35754,False,True,benton,coated,coated,False,line,True,motter94,824,2,tabloid,canadian,1910,50.0,43,0.3,16.0,70,0.8125,30,3.4,2400,56.8,39.8,0.0,0.0,2.5,0.8,30.0,40,103.125,100,noband
1991-04-05,x35,roses,35754,False,True,benton,coated,coated,False,line,True,motter94,824,9,tabloid,canadian,1910,47.0,43,0.267,16.0,80,0.5625,30,9.1,2400,50.5,40.4,0.0,0.0,2.5,1.1,30.0,40,103.125,100,noband
1991-03-27,x390,colortile,37572,False,True,benton,coated,coated,False,line,True,motter94,824,2,tabloid,canadian,1911,35.0,48,0.233,16.0,76,0.8125,30,8.9,1900,49.5,41.6,0.0,0.0,2.5,1.2,30.0,40,103.22,100,noband
1991-03-27,x754,colortile,37572,False,True,benton,coated,coated,False,line,True,motter94,824,9,tabloid,canadian,1911,35.0,48,0.233,16.0,86,0.5625,30,16.1,1900,44.6,39.3,0.0,0.0,2.5,1.5,30.0,40,103.22,100,noband
1991-04-02,o2,target,35814,False,True,benton,uncoated,coated,False,line,True,motter94,827,2,spiegel,canadian,1911,35.0,43,0.233,14.0,75,1.25,20,7.6,,54.3,38.0,0.0,0.0,2.5,2.0,33.0,40,106.66,100,noband
1991-04-02,3,target,35814,False,True,benton,uncoated,coated,False,line,True,motter94,827,9,spiegel,canadian,1911,37.5,43,0.233,14.0,80,1.25,20,6.25,,52.1,41.7,0.0,0.0,3.0,1.5,33.0,40,106.66,100,noband
1991-04-06,f103,bestprod,37822,False,True,benton,uncoated,coated,False,line,True,motter70,813,1,catalog,northus,1910,40.0,44,0.2,15.0,68,0.75,,0.0,1750,58.8,41.2,0.0,0.0,2.7,0.7,35.0,40,103.125,100,noband
1991-04-06,s180,bestprod,37822,False,True,benton,uncoated,coated,False,line,True,motter70,813,5,catalog,northus,1910,40.0,44,0.233,15.5,68,0.75,,5.6,1750,55.6,38.9,0.0,0.0,1.5,0.5,35.0,40,103.125,100,noband
1991-05-11,o8,target,35816,False,True,benton,coated,coated,False,line,True,motter94,827,2,spiegel,canadian,1910,47.5,68,0.4,14.0,78,0.75,22,0.0,1900,62.5,37.5,0.0,0.0,2.1,1.7,33.0,40,103.125,100,band
1991-05-01,g608,eckerd,35458,False,True,benton,coated,coated,False,line,False,woodhoe70,816,2,tabloid,canadian,1910,40.0,60,0.233,15.0,78,1.0,28,0.0,2380,60.0,40.0,3.0,0.0,2.5,1.0,30.0,40,106.66,100,band
1991-05-02,f416,modmat,47203,True,True,benton,coated,coated,False,line,False,motter70,813,9,catalog,northus,1910,55.0,55,0.3,16.3,100,1.0,,0.0,1650,58.8,41.2,0.0,0.0,,,40.0,40,106.66,100,band
1991-05-02,r14,target,35816,False,True,benton,coated,coated,False,line,True,woodhoe70,815,2,spiegel,canadian,1910,40.0,55,0.433,15.5,92,0.75,22,9.6,1550,53.2,37.2,1.0,0.0,2.9,1.3,33.0,40,106.66,100,band
